id,AL,AK,AZ,AR,CA,CO,CT,FL,GA,ID,IL,IN,IA,KS,KY,LA,MD,MA,MI,MN,MS,MO,NE,NV,NJ,NM,NY,NC,OH,OK,OR,RI,SC,TX,UT,VA,WA,cli,ili,hh_cmnty_cli,nohh_cmnty_cli,wearing_mask,travel_outside_state,work_outside_home,shop,restaurant,spent_time,large_event,public_transit,anxious,depressed,worried_finances,tested_positive,cli,ili,hh_cmnty_cli,nohh_cmnty_cli,wearing_mask,travel_outside_state,work_outside_home,shop,restaurant,spent_time,large_event,public_transit,anxious,depressed,worried_finances,tested_positive,cli,ili,hh_cmnty_cli,nohh_cmnty_cli,wearing_mask,travel_outside_state,work_outside_home,shop,restaurant,spent_time,large_event,public_transit,anxious,depressed,worried_finances,tested_positive,cli,ili,hh_cmnty_cli,nohh_cmnty_cli,wearing_mask,travel_outside_state,work_outside_home,shop,restaurant,spent_time,large_event,public_transit,anxious,depressed,worried_finances,tested_positive,cli,ili,hh_cmnty_cli,nohh_cmnty_cli,wearing_mask,travel_outside_state,work_outside_home,shop,restaurant,spent_time,large_event,public_transit,anxious,depressed,worried_finances,tested_positive
971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.000281,0.9435328,23.5999234,18.8563984,41.1945776,13.3598495,39.3184844,66.5741943,33.6093251,50.089685,25.768832,5.1439446,14.443817,12.2428538,33.3546527,9.3095495,0.9608645,0.9625108,24.2754409,19.6773016,42.3618531,13.1973221,39.1448315,66.7046449,33.9236325,50.5088996,26.1573399,5.0444085,14.978556,11.5874469,33.4540007,7.7550951,1.0577429,1.0593634,23.8397267,19.229097,41.5332672,13.5076797,39.4921538,66.4193173,34.1116815,50.6743008,25.6435873,4.9643261,15.4343882,11.952767,33.8190686,8.5075495,0.9455262,0.9598602,24.4201513,19.8403568,41.4908638,13.640238,39.7093362,67.2187687,34.8332472,50.7366012,25.0973561,5.6119904,14.6083044,12.5249966,33.0710313,8.8407747,1.0560992,1.0702892,24.8775975,20.1832622,41.7355315,14.0051566,40.2250615,67.2760607,34.3339228,50.6863748,25.8018506,5.6790622,14.3219427,12.540681,32.8783465,10.6146495
972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5243934,0.5426439,8.2900079,5.5545765,50.5039602,17.3459838,32.8721738,68.3416431,35.8926295,45.7519734,19.6241354,4.5312074,10.826599,8.4250601,33.0286067,5.4330698,0.5435449,0.573724,8.7091345,5.7703783,50.3021053,17.888291,32.4448997,68.742878,36.4911943,45.4533652,20.2365603,4.8337275,11.6658136,8.7153699,31.1246246,5.2904101,0.5039983,0.5435431,8.2850689,5.5984849,49.6231078,17.8707301,31.8630732,69.0526883,36.6440529,44.9052309,20.255478,4.7478226,10.7559057,8.1612561,31.2979248,4.3806537,0.4647053,0.5223794,7.8699234,5.081487,48.3966921,18.0376644,30.710465,69.0884651,36.3289719,45.4825771,20.054599,4.4745102,10.4882419,8.1233186,30.0545143,4.1155828,0.5555431,0.6130556,8.0264818,5.3703362,47.119466,18.3958456,30.2688495,69.4920351,36.8802285,45.405032,19.8955943,4.5151222,10.1958882,8.5318593,30.2134278,3.2915498
973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6696795,0.6937799,9.6405984,6.8603191,71.3704115,11.7372128,30.4442792,66.3328319,30.5823785,44.1873727,14.6524218,4.7997486,11.3323842,11.1421222,32.2461417,5.2158705,0.6559821,0.6782937,9.457214,6.6141783,70.2621909,11.7807541,30.4029427,66.7185627,30.5948916,44.6269855,14.9796722,4.9772409,11.3329319,11.0886144,31.8941632,5.8049054,0.5336389,0.568694,9.0157575,6.2777323,69.5283785,12.2324162,29.9021614,66.2611878,31.4819679,44.9222332,15.0326572,5.3285156,10.982958,11.2393927,31.2292573,6.0543382,0.5390443,0.5755586,9.0101977,6.2852732,68.1434287,12.5388115,29.2895955,66.5577158,31.5878608,44.9856198,15.4218282,5.3408553,11.0189582,11.1027117,30.6972936,7.3409324,0.5079606,0.5079606,9.1297456,6.5330737,67.6605846,12.6048343,29.2699467,66.8685058,31.3838912,44.9125896,14.7548714,5.4256316,11.4467155,10.8671931,30.9126426,6.9616611
974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6650366,0.666149,9.1948491,5.7753607,33.199243,17.0214777,35.4119584,69.1455033,40.294916,50.0406847,22.410966,4.5066234,12.0310831,10.3063643,32.0886325,4.6552174,0.7575552,0.7636124,9.2242169,5.626046,32.2709836,17.2301857,35.7264739,69.4852806,40.3211807,50.5531304,22.7504944,4.4565043,12.3334665,10.45527,32.2887176,6.0546851,0.826123,0.8318994,9.3580646,5.4977292,30.8840362,17.2312407,35.3117123,69.7723987,40.5503636,50.8731723,23.2206205,4.2992986,12.3145349,10.3470044,31.9787287,6.5022451,0.7767864,0.7756935,9.170566,5.38552,30.1417724,17.7000731,34.8851185,69.7820754,41.0447238,51.3030345,24.0345975,4.4657748,12.1247094,10.1152027,31.7022402,6.8396259,0.8071931,0.8136664,9.12088,5.3601959,29.4346884,17.9515643,34.0317547,69.8363833,40.8752289,50.9422564,24.0143925,4.4507862,11.2064743,9.823612,31.4349152,6.127451
975,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1186748,1.093225,19.8829777,15.7913093,36.4102606,18.8802395,38.7034192,68.3740738,38.6627284,47.7501572,24.3265292,4.4870645,11.3731658,8.8834335,30.2192362,15.4964527,1.1807988,1.1551852,20.3911732,16.3161575,36.5042299,18.6999641,38.6076762,67.733078,38.6359031,47.6606349,24.524628,4.5243119,11.6871745,9.0900889,30.8949511,15.1093528,1.1421022,1.1246727,21.0457183,17.0131386,37.634229,18.5024402,39.6544637,68.0502723,37.812198,48.1786559,24.8627516,4.3803327,12.4077425,9.1998094,32.0702183,15.7255919,1.1169889,1.1076621,20.7191505,16.7289713,37.6114187,18.5435118,39.0081261,67.8513154,37.5599296,47.6481144,24.9915541,4.2527966,12.9228817,9.6706689,31.2655156,14.1077059,1.1582683,1.1696118,21.0855056,16.9559187,37.9300913,18.4771387,38.4375099,67.2285387,37.5680086,47.9366195,24.4750848,4.1483949,13.3012286,9.4216367,30.9968176,15.117553
976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666618,0.6666618,11.664757,8.0357175,46.8026724,14.5599452,33.5820936,70.835848,36.2089422,47.9701337,24.0895714,4.149249,10.6096039,9.2352845,41.3690456,5.434722,0.6942225,0.6942225,12.1813936,8.5654995,46.2287787,14.9449819,33.118077,69.895479,36.0085948,47.1402232,23.2164922,4.0897865,10.2424267,10.0121262,41.2162263,7.1427981,0.8158679,0.7965442,12.2481241,8.5957291,45.6146126,15.7605055,33.8867147,70.0846413,36.6210779,47.2330684,23.6002516,4.5898328,10.9195316,10.408663,43.5650104,6.5384766,0.7858362,0.7660772,12.2085579,8.2577779,45.5314871,15.3618305,32.3061536,69.2180287,36.4810929,45.8250475,22.7634117,4.4731502,11.1038903,10.8441369,42.4738236,6.0714416,0.798581,0.7760308,11.84212,7.6585814,44.7974839,14.9694358,31.7932916,68.9596313,37.2689749,46.3723599,24.05886,4.4147725,11.2990454,11.1637273,41.7006758,5.813967
977,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690509,0.6841146,9.1027219,5.5667311,51.4222021,17.5904046,32.6711615,68.4942652,38.4073223,46.1753146,23.1102122,3.9885467,10.0800334,9.4571025,34.5351164,5.750207,0.6680977,0.6614103,9.0230199,5.6145735,50.5905463,17.5859026,32.7024974,69.0490826,38.8643602,47.2471121,23.7878422,4.1131156,10.4679734,9.4593961,33.8482124,4.3591353,0.7979773,0.8008218,9.0835573,5.7109376,49.1737254,17.3612617,32.6785654,68.9771755,39.2692981,48.3601603,24.0746257,4.042122,11.3680562,9.7212875,33.2796139,4.213611,0.7022158,0.724926,9.1138125,5.8118801,48.2477777,17.7272489,32.5425671,68.822332,38.8565919,48.7540922,24.1808762,4.0102049,10.8300151,9.5413704,32.7303977,4.6876055,0.6233687,0.6876163,9.1150088,5.7875345,47.8804256,17.9761519,32.8760522,69.1196364,39.3977317,48.9129726,24.2160132,4.1162039,10.5170231,10.2898178,32.0815808,4.870133
978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9589761,0.9818878,15.7795608,11.7979984,26.2543868,15.6421139,35.3710591,67.1171127,41.8060896,49.9142085,25.3753731,3.582157,11.6815046,10.8818698,39.6341414,8.8233762,1.0943372,1.1073733,16.2766576,12.4321067,26.5803117,15.321575,35.5398127,67.0736746,41.1953692,48.4361698,23.928884,3.277639,11.8760325,11.2409365,38.9562927,10.6297721,1.1695425,1.1826144,16.7505276,12.8092228,27.5320462,14.2766606,36.4986712,66.9896584,40.5469277,48.6003443,23.3634881,3.2515079,12.1665692,11.9951583,39.829113,11.9563855,1.2077486,1.2208307,16.6526725,12.6627468,28.4478739,13.5095225,36.3225544,66.0430163,40.580629,48.3225586,23.3333414,3.0752699,12.2619325,11.212357,38.7779118,13.4057441,1.31773,1.3305995,16.9418064,12.9797701,28.2023223,12.9614316,36.4114216,66.7858744,40.5763452,48.3171892,23.075317,3.0500641,12.9587348,11.7265047,39.3296885,15.4546196
979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6185864,0.5687092,7.3281478,4.7773461,61.0057902,10.1633546,31.1693016,65.4160683,29.9641294,40.3658517,15.7173581,14.4404599,10.4742523,9.2226411,36.8270084,3.6828955,0.5235896,0.4786583,7.0582054,4.627962,59.3970807,10.1741192,30.8764405,65.6208093,29.8479638,40.6841559,16.3735288,14.5252667,10.5568061,9.0460034,36.5954444,3.1417104,0.5318751,0.4773187,7.1428565,4.5742815,58.3201387,10.2299212,30.4945123,66.1930937,30.2747226,40.7770838,16.2244901,14.5918385,10.237518,8.7785101,36.2878854,2.7046776,0.5117592,0.4502303,7.3431785,4.5884504,56.9219307,10.3802571,30.4736203,67.1992756,30.7194347,41.7322218,16.4945895,14.5608007,10.1291723,8.7209315,36.2583385,2.2307689,0.4935948,0.4366836,7.3601802,4.4583174,56.2130712,10.8980908,30.5852937,67.3083494,31.9147014,42.2738255,17.2738216,14.511396,9.9205012,8.9722418,36.1435809,2.2022831
980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4625727,0.4304602,8.6750067,4.906751,67.5240244,13.5688612,27.9910213,62.1728695,33.7885176,38.4920165,16.4572201,3.415227,12.8370495,9.7691396,35.0236708,4.4652244,0.3522887,0.3522887,8.5077631,4.8997579,66.1253092,13.6625886,28.5789856,62.7081366,34.4262074,38.4741812,16.2504103,3.5141017,12.8922776,9.9669012,35.5218027,2.8647643,0.3578885,0.3578885,8.3597469,4.847171,65.4706456,14.1083357,27.4687005,61.4512367,34.5149488,38.3243466,16.6231779,3.4821674,12.5066568,9.7194715,34.9470073,3.7454992,0.4122855,0.4122855,8.3233852,4.9688451,64.7482692,13.9985281,27.5841962,61.1864058,34.0883414,38.4898846,16.8471859,3.4399469,12.6567799,11.1227191,35.274899,3.3486179,0.2783721,0.2783721,7.9090408,4.6915041,63.7027955,13.6443149,27.0658866,61.4286099,34.8498119,40.2558089,16.3099721,3.3036637,11.7547971,9.9408136,36.2675436,1.8603433
981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7104459,0.7046176,7.8324406,5.0525816,47.7557769,20.9828231,31.5343838,69.1048777,32.7378789,44.8852588,17.0176782,6.6754281,11.4059457,9.6896418,32.8838411,2.830178,0.7004521,0.7034077,7.7026375,4.9366031,46.5961309,20.8365088,32.1577984,69.1383679,33.6447002,45.6537913,17.3656202,6.4620553,11.6822346,9.8849677,32.3381422,2.3985151,0.6487118,0.6579829,7.2899691,4.6647725,44.6556952,20.0907333,31.4880526,69.5436319,33.6706673,45.7340958,17.2817713,6.7261771,11.9499485,9.5219922,32.1564174,2.529173,0.7391215,0.7488504,7.1579211,4.4974548,44.0024983,21.5942528,31.2238566,68.9849566,33.5213654,45.7602028,17.2305959,6.7877858,12.449336,9.3673852,32.7515835,3.2188772,0.8321056,0.8423281,7.2916711,4.6321031,43.7915562,22.3070333,31.3048672,68.914772,33.6775548,46.1554904,17.5527256,7.0957649,12.4158461,8.8879378,32.1669356,3.051636
982,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5119255,0.5555556,8.1378987,5.65197,59.2193487,19.6771175,32.4470588,69.0117647,32.7294118,43.5058824,18.5176471,4.8235294,10.1687389,7.969724,35.6951872,1.6509434,0.6415897,0.6855844,8.0690961,5.560814,58.6215178,19.4040357,32.1293673,68.7677054,33.0736544,44.4050992,18.3899906,4.7922568,9.6338274,7.9039301,34.5175439,1.6746411,0.6610759,0.6792082,8.2642613,5.4851292,57.3025335,19.71387,31.8893784,68.2574645,33.3088595,45.0073421,18.9672051,4.7234459,10,8.5568918,33.9069767,1.6666667,0.7041922,0.7073324,7.9746835,5.1392405,57.0292458,19.1729323,31.9078947,68.1933198,33.0718623,45.1163968,18.8512146,5.1366397,10.1735776,8.9458414,33.2521908,2.238806,0.6773137,0.6805897,7.6086957,4.8515376,56.7502668,18.4635417,31.6412415,67.8853235,33.1667543,44.5817991,18.1746449,4.918464,10.2985075,8.8235294,33.7525151,2.5139665
983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3522887,0.3522887,8.5077631,4.8997579,66.1253092,13.6625886,28.5789856,62.7081366,34.4262074,38.4741812,16.2504103,3.5141017,12.8922776,9.9669012,35.5218027,2.8647643,0.3578885,0.3578885,8.3597469,4.847171,65.4706456,14.1083357,27.4687005,61.4512367,34.5149488,38.3243466,16.6231779,3.4821674,12.5066568,9.7194715,34.9470073,3.7454992,0.4122855,0.4122855,8.3233852,4.9688451,64.7482692,13.9985281,27.5841962,61.1864058,34.0883414,38.4898846,16.8471859,3.4399469,12.6567799,11.1227191,35.274899,3.3486179,0.2783721,0.2783721,7.9090408,4.6915041,63.7027955,13.6443149,27.0658866,61.4286099,34.8498119,40.2558089,16.3099721,3.3036637,11.7547971,9.9408136,36.2675436,1.8603433,0.3126106,0.3126106,7.7932854,4.636212,63.8045582,13.1523195,26.7456018,62.5338005,34.8566863,39.9396886,16.3421483,3.1815098,11.3559831,9.7579421,35.7817762,1.8742906
984,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5576779,0.5911503,11.8650624,7.9729551,36.8192774,17.8251954,34.8587466,70.0774443,41.6807142,49.7224093,25.706794,3.3555583,10.7550399,9.5160427,30.9125622,6.580434,0.5761189,0.6078326,11.6017652,7.8277014,36.7388768,18.278375,34.9005821,70.6669747,41.0451971,48.9757067,25.7086222,3.3351099,11.354496,9.5317387,33.4225564,5.1600932,0.5267112,0.5618816,11.4983715,8.0912724,37.2773794,18.4188283,34.8018363,70.5565553,40.5205696,48.4542878,25.9915139,3.2714561,11.2347256,10.2743392,34.7944583,6.048392,0.6033224,0.6277257,11.4494587,7.9872751,37.3447462,18.373921,33.9988384,71.1065815,40.7229479,48.3062088,25.5557942,3.1091374,11.2333859,10.6068145,36.3983296,6.8547392,0.5627689,0.5990842,11.5580527,8.162879,37.8125667,17.8606145,33.7664537,70.004508,40.0865419,48.343246,24.8977285,2.981591,11.4423091,10.2825609,36.2552537,5.8556659
985,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1531594,1.1954869,21.8120342,18.1071375,48.0076828,20.0724903,37.9722953,67.2282956,35.987322,47.0634025,20.6237328,3.4339713,15.2208778,12.590522,36.6531814,10.3636113,1.0956635,1.1533885,22.8487966,18.8601544,48.9864734,19.2434441,37.8978032,67.0954949,35.2036083,47.0500356,20.6222488,3.3082669,14.7360543,11.7197248,36.4053117,10.6884097,1.0562786,1.1140663,22.9286886,18.9401398,49.776514,18.4940772,37.9269935,66.5546841,35.7461858,46.8483865,21.3121753,3.1125576,14.8753421,12.1683611,36.5305728,10.7394128,1.2529241,1.3077518,23.3891825,19.5326872,50.208439,18.5109134,37.6589654,65.9963493,34.8957394,45.8198276,21.0923906,3.1059907,14.8098635,12.3550469,37.8134428,12.2837455,1.2284668,1.2871188,23.6223793,19.7547094,50.3345571,18.2303463,38.0065448,65.7482707,34.0058024,45.8809658,20.5836777,2.8764051,15.0618591,12.4166175,38.0986987,13.2978771
986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9608645,0.9625108,24.2754409,19.6773016,42.3618531,13.1973221,39.1448315,66.7046449,33.9236325,50.5088996,26.1573399,5.0444085,14.978556,11.5874469,33.4540007,7.7550951,1.0577429,1.0593634,23.8397267,19.229097,41.5332672,13.5076797,39.4921538,66.4193173,34.1116815,50.6743008,25.6435873,4.9643261,15.4343882,11.952767,33.8190686,8.5075495,0.9455262,0.9598602,24.4201513,19.8403568,41.4908638,13.640238,39.7093362,67.2187687,34.8332472,50.7366012,25.0973561,5.6119904,14.6083044,12.5249966,33.0710313,8.8407747,1.0560992,1.0702892,24.8775975,20.1832622,41.7355315,14.0051566,40.2250615,67.2760607,34.3339228,50.6863748,25.8018506,5.6790622,14.3219427,12.540681,32.8783465,10.6146495,1.0618941,1.101015,24.6236775,20.0341124,42.4575583,14.4770931,40.0468644,66.8671311,34.2692551,50.238538,26.3292164,5.6132104,15.5535104,13.179662,33.971069,11.5580431
987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1645846,1.2425282,17.5819143,13.834192,80.9029992,15.0663281,33.7210648,65.8295742,35.0725628,38.779119,17.9732486,5.1443326,14.0092744,9.6321476,41.9920417,9.0219532,1.2046126,1.2827934,18.1295595,14.6700499,81.3600124,15.4827293,34.6696499,65.3885797,34.5607278,39.4988072,17.7485922,5.2536792,13.7864429,9.6843984,40.3397748,9.2978234,1.1529051,1.2052967,18.5016152,15.0013034,81.8981056,15.4432435,34.6910172,65.1929638,34.4665332,39.4156334,17.9584266,5.3792545,14.4460111,10.0947665,40.2519999,9.8972965,1.0949076,1.1473059,19.3735499,15.6497091,82.0328436,15.2266714,35.4234918,65.7894358,34.8557563,40.2763328,17.4415984,5.1101048,14.4357698,10.4950413,38.9767709,10.3862004,1.0236491,1.0757542,19.1438413,15.7544768,81.726993,14.9411345,35.0603294,66.3185859,34.836033,39.9516291,17.1472967,4.8630259,14.5805164,10.400431,38.3868621,12.1789486
988,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7254383,0.7177499,9.5741585,6.5895697,53.9794572,13.7538022,28.9981495,67.968478,40.605666,44.5974976,20.7829804,5.441856,10.746517,9.8365571,36.0533209,10.0246063,0.6956563,0.6874334,9.2566352,6.441752,53.5008187,13.7896728,28.4805137,67.2558711,39.9398968,44.4986375,20.720246,4.7593253,10.2137625,9.9348885,34.7173815,9.6748148,0.7875247,0.7738978,9.0273954,6.2172721,52.0491045,14.5294713,28.2610533,67.5674696,40.1431616,44.8927169,20.2251274,4.423981,10.7480716,9.2974809,34.8806317,9.094005,0.748481,0.7343712,8.8365819,5.8739193,50.6605785,14.8536208,27.6125906,67.257026,40.2052055,45.9711145,20.6163512,4.5613869,10.7979651,9.5386987,34.0936981,8.2417784,0.6764405,0.7145174,8.5479124,5.5410934,49.7869085,14.7712991,26.6649503,67.7584081,40.8977077,45.6869303,21.4070628,4.2270095,10.6635655,9.624889,33.5181225,7.051722
989,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.239836,1.3143417,26.5693016,21.5690395,40.2495064,17.780236,34.6669447,64.8711614,34.944081,44.0472318,20.3013029,3.071748,14.4749655,10.8353973,41.1285594,15.9685613,1.2657878,1.3265533,27.7726544,22.7059411,41.6070573,17.0489299,34.8892366,63.3508726,33.8767096,44.0410806,18.9969344,2.7954549,14.7634279,11.7395572,40.0034198,17.079191,1.4483347,1.4686966,28.6054319,23.6883588,42.481536,16.9569814,34.4882742,63.3059627,33.2478913,44.4425243,18.8505029,2.7687217,15.0756314,12.2763329,40.9784428,18.2051189,1.5712913,1.5780073,29.4918783,24.6725821,44.5045212,16.8953355,34.5643737,63.038755,32.4165073,44.67709,19.3538539,2.9149793,15.9149768,12.4344011,40.8654439,19.0355233,1.4981212,1.5251191,29.9351727,25.2597809,45.3036056,16.615064,34.386158,62.9778624,31.4268702,44.4843904,18.7505013,2.9813676,15.9827708,12.9455158,40.8775806,19.7435796
990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5079457,0.5240135,8.3114778,5.712252,44.5328742,10.327796,29.6638474,67.7292469,35.5501168,48.3403039,19.1139806,3.1058938,10.3920764,8.8660398,29.0026521,4.738531,0.518304,0.5301945,8.273273,5.6037926,43.7728196,10.617473,29.4988271,68.1984176,35.7251722,49.4138304,19.4562117,3.1023325,10.9581009,9.3550419,29.3675949,5.2542016,0.6482835,0.6572811,8.4183103,5.6011156,43.1718035,10.6971367,29.2678472,68.3664322,35.8963704,49.6430414,19.9175064,3.0238603,10.5618349,9.2128542,29.0786057,5.2535927,0.6303855,0.6393255,8.4470868,5.5616412,41.7374275,10.7487067,28.5507439,68.3344349,36.1280399,49.3374157,20.3336346,2.9931342,10.4173609,9.3121334,28.8251603,5.2158311,0.6916025,0.6731515,8.3458184,5.467207,40.6638183,10.9012559,28.4648556,67.756916,35.784038,49.4280015,20.7794314,3.0979964,10.346241,9.8102095,29.139288,3.8983064
991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7575552,0.7636124,9.2242169,5.626046,32.2709836,17.2301857,35.7264739,69.4852806,40.3211807,50.5531304,22.7504944,4.4565043,12.3334665,10.45527,32.2887176,6.0546851,0.826123,0.8318994,9.3580646,5.4977292,30.8840362,17.2312407,35.3117123,69.7723987,40.5503636,50.8731723,23.2206205,4.2992986,12.3145349,10.3470044,31.9787287,6.5022451,0.7767864,0.7756935,9.170566,5.38552,30.1417724,17.7000731,34.8851185,69.7820754,41.0447238,51.3030345,24.0345975,4.4657748,12.1247094,10.1152027,31.7022402,6.8396259,0.8071931,0.8136664,9.12088,5.3601959,29.4346884,17.9515643,34.0317547,69.8363833,40.8752289,50.9422564,24.0143925,4.4507862,11.2064743,9.823612,31.4349152,6.127451,0.7286693,0.723634,8.701554,5.0481366,28.5330879,17.8056651,34.1509581,69.6729471,40.9937072,50.7295644,24.2138381,4.4654118,10.421907,9.4892379,30.9379797,6.3451809
992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2285396,1.2698779,25.4616985,21.4087587,48.2262928,13.8223932,41.3281064,65.55875,34.0325901,46.6830405,23.5947958,3.6482535,13.0950884,9.4141288,27.6607599,20.5820741,1.1830166,1.2539915,27.1498877,22.5656442,48.6888708,13.9597655,41.8354682,66.2587443,35.0551896,46.9704789,23.6662546,3.2587926,12.8188694,9.1456531,29.0603193,24.2263217,1.2238191,1.4150633,27.6784831,23.0281669,48.6434323,14.8303905,41.2341792,65.0369772,36.0599692,47.1850275,24.0290938,3.5252783,11.2686216,8.6578283,30.2027502,25.2907243,1.2072707,1.3597221,27.7231909,22.8288365,50.9699265,15.1604978,40.292536,64.4878869,35.1128522,46.5220991,23.3100621,3.3770104,12.414288,9.6180848,30.0549964,23.5052589,1.2936075,1.4530684,27.4700896,22.3717226,51.3605675,15.7378752,39.452612,65.804722,35.3508361,46.6446963,22.9638534,3.2513733,12.1637874,9.1502222,30.4075944,23.7270441
993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6551458,0.6944546,13.9233503,11.5718303,55.2149379,32.0836759,35.1612733,66.6452685,34.7743,42.5162164,15.1613765,6.6451266,12.0596648,11.7885226,33.4699019,5.7047363,0.6528366,0.6920068,14.2593559,11.9136406,54.9285755,31.6286158,34.8464843,65.4093379,34.8466761,42.9028688,15.2814268,6.2020094,12.2422154,11.726614,34.8446282,6.6455907,0.6734104,0.6734104,13.9668503,11.0331976,54.8875811,30.3362465,35.2748958,63.5472084,33.0499307,43.6518434,15.2488352,6.3481239,13.6855698,12.3304006,33.9236692,6.8179014,0.8701587,0.8701587,13.9312382,11.0051158,55.1112661,30.2309401,35.557002,64.7021982,33.3550953,44.4949416,15.9975518,6.6709413,14.7519282,11.87969,33.2010561,7.4672563,0.8461547,0.8461547,14.0943304,10.6505321,54.7525948,31.5145894,34.0466802,65.6939779,33.6576998,45.979455,16.277643,5.5123283,13.5442735,10.2529535,32.864485,6.5214691
994,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.532968,0.5229459,8.6312866,5.7191363,58.5963439,16.837232,32.5453918,66.407664,34.5084296,45.7140569,20.9962392,6.1262882,8.7608115,7.7506143,32.1139516,3.846153,0.4231275,0.4106245,8.2659673,5.4379232,57.7076112,16.8722588,32.0716095,66.7348016,35.2436254,46.1657964,21.00229,6.3848919,8.8919514,7.9011951,32.1571606,3.7313638,0.467183,0.4546575,7.8648666,5.0947488,56.1823055,16.9517736,32.1498744,66.8333891,35.7740261,46.8596249,21.3922602,6.6333215,8.9837772,7.8632741,31.8588153,3.7553847,0.491626,0.501704,7.7029642,4.9256506,55.0813383,17.3738506,32.6818342,67.4501038,36.5578059,47.0146755,21.878608,6.5561593,9.1429484,7.7936161,32.3630179,3.3769259,0.491267,0.5055273,7.482343,4.711104,53.8679762,17.7779626,32.7326532,67.5549881,36.8104903,47.1488988,21.7005088,6.5566829,9.086576,7.5071761,32.1657176,3.1395552
